Text,Category
"Aku penasaran, 

buat yg tinggal di Ind, 
ada yg udah nyobain kitkat nasi lemak negara tetangga blom ?  https://t.co/uQ47gMYApy",0
SALAM dijemput Hadir khas untuk Komuniti  sahaja ke Majlis Iftar Komuniti Disayangi pada 25 Mei 2019 (Sabtu) bers https://t.co/CDFnT0ETW7,0
"4BHK 1600 Sq Ft at Manjalpur, Vadodara - LABH PROPERTY LP ID: 34844 BHK SEMI FURNISH DUPLEX AVAILABLE FOR RENT https://t.co/ExyNjZg8G4",0
nak buat pilihan sangat kann... haa pandai pandai ah balik sendiri esok.  rehat je puas puas malam ni. aku boleh u https://t.co/hZ31qehFye,0
@Iwwannnnn apa lancau mintak izin kat awek . aku nak keluar rumah mak aku tak pernah halang pun . betul bini ye perempuan tu,1
"Mas Bowo di marahin tukang parkir!

""Ancene capres 02 cangkeme ora tau di toto?  

Tukang Parkir Kesal dan menganca https://t.co/hWuTPaWBP0",1
Ala bodohnya jilat. Gersang sgt ka. Geli aku ,1
@lalajoeee Si lancau ni mmg kuat cari pasal. Bukan dgn aku je. Dari hari tu ade gak org lain dia cari pasal,1
"Eyh babila
Dah pandai masok umah tu tutup la pintu shibei
Ajar seribu kali pon tak faham lagi",1
"Ilmu gratis tapi bukan berarti boleh ngebodoh bodohin,nih paling banyak perkara kalo ke gym bawa temen yg masi besa https://t.co/d5rjwpxsil",1
"Makin melampo mintak murah !! Butoh !! Dah nak mcam harga trade in kt kedaiii , lancau la badawi",1
@ainohyeah Amboi marahnya.  Tapi durian tu nampak sedap.,1
"SI ADAM NI NAFSU KUDA AKU RASA?!!! HA RETI PULAK ALLAHUAKHBAR?!!!!!! BABIKKKKKK!!

DIAMLAH HANES!!!!",1
"Bodohlah. Janji lain, buat lain. Aku dah lah banyak kerja nak kena buat ni. Takde aku nak kena ikut ragam kau je.",1
"Semenjak buka warung, ku semakin terlihat mamak mamak yg ga pernah kenal mekup. Syedih kann kalau pake mekup dirumah kan bebodoh teing",1
Seng tak butuhno saiki mek pundak e konco gawe ndeleh sirah ku seng akeh pikiran ,1
"@fitrimokh Tak kisah lagi teruskan polisi kalau benda tu baik utk rakyat. Tapi masalahnya, apa pantat boh nama hara https://t.co/sQgTf0BWdA",1
"Ramai plak mntk tips gym la makan la , aku pun kelaut lgi , acah coach btul lancau la kimi",1
"Paramor ganteng, jangan bikin lingset acc Amrid sensitif kaya pantat bayi.

@ohnhyuk @strayjoengin @wooshinting https://t.co/4pWuQQJD7v",1
HELO MARAHLAH AKU SEBAB ADA ORANG CAKAP SUARA AHMAD BOGUM TU LAGI SEDAP DPD ANUAR ZAIN?! ,1
"@nrhnnj_ Siut, i didnt know AKU VOTE D BODOHHHHHHH JANGAN LA NAAAA ",1
Babila time duk rumah sewa sorang la jumpa cerita mcm ni. Ehhh geram nak carut!,1
"Alahh pagi pagi pake batik pas nengok samping ibu ibu pake batik dengan warna yg sama dan corak yg sama sialan,auto https://t.co/PivMiLbpIa",1
"Gabener &amp; Ka Pe Ai bikin sensasi dg ucapan gunakan AIR..

4nies       :  Air Turun ke tanah
5itti          :  Air bisa bikin Hamil

Tapi bisa bikin rame dunia twiterland dg ke bodohannya..
 #PecatSittiHikmawatty https://t.co/iVTPlRwf2O",1
Butoh hang duk buat mcm lauk tu special sgt pa,1
"nak bagi free phone , nak bagi free duit raya , nak bagi free baju rantai cincin apa lancau semua kalau setakat nak https://t.co/wKU6iR0Zyc",1
"UDAH DONG BODOHNYA MASYARAKAT, INI TERUNTUK PENGACAU NEGARA. KALEAN DEMO NGELEMPAR INI ITU KE POLISI, SEDANGKAN POL https://t.co/Mg7neyGe1S",1
"Bodohlah Nur nie, 
Juita nie boleh menang award AME kot.... 
Tiber  #nur2",1
Siapa ckp rakyat Malaysia ni susah? Ramai yang mampu pakai iphone samsung huawei ape lancau semua tu susah konon! PUI,1
Pandai dia gi Penang ON GRINDR PALA BUTOH PINJAM DUIT AKU X BAGI BALIK LAK TU  KESIAN MAK AKU BODO XDE CUCU KADHAKSNSBSB BABII https://t.co/17K5jmqsp4,1
"2 Hk/KK Atau Melindungi Keberlangsungan Hutan Sepatutnya di Jaga, Arabika Gayo ButuhPelindung. https://t.co/0rnD8rJt8b",1
@yzdrsln Hahhaaha marahnya. Lekkk ah. Dia just nak starting conversation je. Hahhha. Tu kira pujian ah manja.,1
@DanielIrfn Lancau la taknak wing taknak drumstick habistu customer lain nak makan apa?Dun get me wrong I dun work wif KFC,1
"Gabener &amp; Ka Pe Ai bikin sensasi dg ucapan gunakan AIR..

4nies       :  Air Turun ke tanah
5itti          :  Air bisa bikin Hamil

Tapi bisa bikin rame dunia twiterland dg ke bodohannya..
 #PecatSittiHikmawatty https://t.co/iVTPlRwf2O",1
"Perempuan ni ckp je sayang bagai lancau semua tu, lepastu belah mcm tu je",1
Tekejut akuuuu babiiii nasib baik elokkk,1
@nrimnath YERLA JUMLA TAKMARAH PUN KAN,1
Holy shit.. Member keluar ikut jantan.. Lepas tu kena dekat kl.. Nak babitkan aku sekali buat apa..,1
"Zaman Najib makan pun FREE, petrol FREE, tol FREE, ayam pun SERINGGIT SEKILO! Apa lancau pun tak payah keluar duit https://t.co/Cgx3sqUBo6",1
"Gabener &amp; Ka Pe Ai bikin sensasi dg ucapan gunakan AIR..

4nies       :  Air Turun ke tanah
5itti          :  Air bisa bikin Hamil

Tapi bisa bikin rame dunia twiterland dg ke bodohannya..
 #PecatSittiHikmawatty https://t.co/iVTPlRwf2O",1
Alah bodohnya sik tenteram idup aku gitok,1
Pandai dia gi Penang ON GRINDR PALA BUTOH PINJAM DUIT AKU X BAGI BALIK LAK TU  KESIAN MAK AKU BODO XDE CUCU KADHAKSNSBSB BABII https://t.co/17K5jmqsp4,1
"""Disuru mili pantat atau susu, aku sih prefer pepek""
-Maesa Galuh Ramadhan
22 Juni 2019
01.37",1
@rlthingy Butuhnya untuk apa dulu? Kalo cari kamera ygselfienya bagus ya oppo. Sesuai sama selfie expertnya dia. Co https://t.co/SeLPdFFHrx,1
Lawa babinya minah ni,1
What's wrong you guys dengan kelantan ni? Bodohnya mentaliti korang,1
Pandai dia gi Penang ON GRINDR PALA BUTOH PINJAM DUIT AKU X BAGI BALIK LAK TU  KESIAN MAK AKU BODO XDE CUCU KADHAKSNSBSB BABII https://t.co/17K5jmqsp4,1
"Cewek pamer kecantikan, tete ama pantat. Cowo pamer apa?",1
@sukasukaeugdong @jefrinichol @notannette Alus bet modusnya kaya pantat bayi,1
"@poxeidone Bangsat.

Wangi,

Seperti aroma laut di pagi hari.

Aroma khas Jimin sekali, dan sialnya, Ta https://t.co/NeJ01Kzjwa",1
Puas hati tengok si Jojo ni marahkan kebendulan Nur n si inspektor Kamal pulak sound kebengapan Ecah yang setia dengan Hamadi... #Nur2,1
@azlanshahazamy Alaaaa bodohnye its not safe pebende tu lukisan je hauk betul!!!!,1
"Nk bawa santai kiri bang, kanan lane utk org nk memotong. Kalau dah kiri kanan bawa mcm siput babiii pagi2 ni menyu https://t.co/s8Lgpm6NGu",1
Babilah. Asal aku baca gay propose partner dia kahwin. Pastu sambut anniversary. ,1
BABILAH adik aku dahlah kuat layak tiktok ,1
Bodohlah kfc ni. Order lain dpt yg lain. Order yg mahal dapat yg murah buturrr,1
Dapet mas mas gojek naik motor satria pantat w yg pegel. Itu jok kecil banget yaallah,1
Sama lah macam group ws aku. Budak2 bodohhh semua abaikan bila member ajak iftar. Macam hanat. Kalau awek ajak laju https://t.co/B8GQNiTV8F,1
@Intan_Hariza BODOHLAH KAU SUARA DAHLAH MACAM LANGAU NYANYI NASIB BAIK MENANG NO 2 ,1
"Overtime takde, bonus takde tapi kerja sama macam staff biasa dgn alasan 

""Korang kena belajar""

Kepala butoh dia belajar. Tu mempergunakan manusia bukannya mengajar",1
"APA NI BABIIIII YA ALLAH BAGI AKU LAH GILAAAA KAU INGAT MURAH KEEEE
https://t.co/mj2ZnmdZ3k",1
Tapi aku butoh jugak aku pun pi potong dia aku pandang dia. Puas hati. Sekian kisah butoh.,1
Babinsa Pucang Sawit Koramil 04/Jebres motori warga bersih bersihwilayah https://t.co/klgy7cxFP6 https://t.co/nVIwJOb81C,1
Butoh lah janji mcm ni. Aku datang ni sebab nak support mak ayah kau. Kau sendiri ckp we're part of the family and https://t.co/BYPp2t0yky,1
"@AididAqim @puterifarisah_ Babihh aku ckp sedap je , tak ada kaitan dgn mahal pun anjirrr",1
"Bodohnya cust kat kedai ni , dahlah tua lepas tu tak ada adab",1
@KhalidSamad Lid lid.. Kau skolah mana dulu? Ambil PHD di mana? Pantun kau dah mcm pantat..,1
"Bodohnya lah aku darjah 3 pun free hair lagi kat sekolah, mana pakai tudung pi sekolah ",1
Babilah takleh masuk rumah. Kunci tinggal dlm kereta hanat anggun ,1
"Gabener &amp; Ka Pe Ai bikin sensasi dg ucapan gunakan AIR..

4nies       :  Air Turun ke tanah
5itti          :  Air bisa bikin Hamil

Tapi bisa bikin rame dunia twiterland dg ke bodohannya..
 #PecatSittiHikmawatty https://t.co/iVTPlRwf2O",1
"Alaaaa aku rasa bodohnya lahhh yg buat statement mcm tu.

Perempuan tu boleh sabar berapa lama? Anak-anak akan affe https://t.co/GxMIAqlmHm",1
Butoh dia ah. Geram aku tgk dia baling songkok,1
"Tshirt ""BOSSKU limited edition"" apa lancau, benda boleh ciplak.",1
Butoh punya owner butik baju. Harap lepas ni dia give away baju dengan free sebab dapat naikkan skill tukang jahit dan kilang kain dia,1
Kepala lancau kau la. Jalan motor pon kau tak repair. Aku lalu selalu langgar lubang kau tau. Naseb baik tk acciden https://t.co/WRD8lPZ4hH,1
@ianzainaI Kelakar lah perangai pantat anjeng macam ni. Siap screenshot.,1
@cakeniessuga Biar alus lembut kaya pantat bayi,1
@epinnn_ Mee kari dengan teh ais la. Hadiah besday aku mana lancau oi,1
@HajiMat5 Org paling kuat batu api lancau tua haji ni,1
"Aku pandai cibai lancau xie xie dengan wo ai ni ja

Hm",1
"Gais hati2 gais nasi bukit memang banyak dan murah tapi hati2 jgk gais...Ada lipas sialLokasi Nasi Bukit Padang Jawa,Shah Alam https://t.co/X0mT4CDzcG",1
"Ingat masa susah je kan? Masa senang pandang muka aku pun taknak, butoh",1
Jumpa ex kt tempat makan pulak. Bukak lagu sendu pulak. Babinyeee.,1
Tu Lidah Kucing siallll pe kebenda pride month bagai.,1
@onelymidam @midamganteng Sumpah kesel gasih dia bisa compossing dong dan YG dengan bodohnga nyia nyiain bakat itu. https://t.co/mdfC1gs6TJ,1
"Saw my ex pergi kedai emas wahh babinyaaa beli cincin nk kawen ke tu hanatnya 

Sory gais, tipu je selama ni sis ta https://t.co/QbD1eWhK56",1
"Done  antar lunch dkat Buah Hati 
hallaaaaaa Lawa lahhhh siall diaaaa rasa xnk balek tapi kena balak jugak ",1
Aduhhh semak lah kena pegi conference lancau apa pulak,1
Tanggal lahirku tanggal sialku sendiri? Berarti aku lahir itu kesialan? ,1
iyewwwww nama je budak hot kat fb..tapi nak aku service kau nak suruh aku bagi free ? butoh bapak kau sana kau perg https://t.co/pUM3drB86q,1
"@bambambjumelayu Jadi yg awak marahkan ni sebab  PU Abu memilih janda kaya? Walaupun bekas isterinya sedang hamil, https://t.co/5aoHMF6yDc",1
ayo yg mau jaga lilin siapa gue ikhlas deh jadi babinya https://t.co/u3AbYfJL8p,1
anjirrr hg bukan cakap kat aku yang barang nk kena hantaq bila pastu sedap hg jaaa nak lancaukan akuuuu.,1
"hello fadan nk kluar lepak tak ? 

YA ALLAH RINDU BODOHHH ORANG CALL AJAK LEPAK ! ",1
Org pandai mmg slalu x melagho ke. Ehh babila what a life siak,1
Rumah aku ada wifi tp aku tak pernah guna. Bodohkan?? Sbb data aku lg laju,1
@FANBASEBOKEP2 Momon mukanya mulus banget kaya pantat ku yang sebelah kanan,1
@syahmieto Ye ah tu.. Pale lancau dia nak double standard mcm tu..,1
Lancau kepentingan islam pala butoh! jangan guna agama la punde! Cakap je la untuk kepentingan diri sendiri! Natang https://t.co/ArwhVSpUAW,1
Kepala butoh nak jaga member padahal kau nak sedap,1
"#masihjaman tahun 2019 kalo marahan pake di blokir segala semua alat kominikasi dan medsos ??
Jal pirang dina kaya https://t.co/hJhK7uGqav",1
"Kenapa aku faham eh?
I hate my mind

Kau faham ke apa ke boleh diam diam tak lancau? Bodo betul la",1
"ngurus anak kecil tu emg susaaaah ya :(
YaAllah bawaannya emosi trs, tp gmn gbisa juga marahinnya . kudu sabar . g https://t.co/M1nhxUjhKw",1
Sumpah kedai warung tu last choice sia aku order sebab yang lain dah tutup je babilah,1
"@tunfaisal @ahmadmaslan @NajibRazak @chedetofficial Mcm lancau je ckp hebat, dia hapuskan 11 tol tp naikkan harga t https://t.co/16DiTKTtk0",1
"Sibodoh: hi!
Me: yeah hi! How r ya?
Sibodoh: dok mne?
Me: shah alam je, you?
Sibodoh: student lg ke kje?
Me: study https://t.co/bA42pgtMeF",1
Aku ni bukan ada sixthsense tapi aku ada instinct. Jangan nk senang bodohkan aku.,1
Dekat temerloh ni semua benda nak mahal tapi takda benda yang maju pon lancau,1
Nak pakai rantai emas tapi takde duit babinya,1
Pantat Adek Naik Turun Full: sxxindo/ https://t.co/gVlb1kFlR2,1
Km tau ga rasanya pantat di remas ketika km tidur alias anjg kaget bgst mentang2 montok,1
Apa lancau cite cetera hati diya ni??? ,1
Galer sama pantat Kaka ipar waktu tidur kaya kebo https://t.co/Z2stT3RxlK,1
Menyampah bodohhh dgn org yg busybody ni,1
butoh lah aku geram tak habih lagi ni siye betoi,1
"Mereka kan terpelajar nihh, berpendidikan..
Tapi Marahnya Bakar Ban.
Nelen batu
Munum oli
Gigit petugas 

Ehh lupa bayar..",1
@SyedSaddiq Asal mak kena babit ni syed saddiq report je sensitive pasal mak kena petik ni,1
"Gini ya babik,klo minjam barang orang itu baik2 ngomongnya gausa mara mara babik.",1
Senang-senang je nak bodohkan orang. Kaji dulu la sebelum nak komen. Jangan ingat kepala otak kau je betul.,1
"Jalan jalan ke kota batik
Dianterin sama si uci
Eh neng jangan so cantik
Muka lu kaya pantat panci

Apeloo!!",1
Jarang jarang la bawak kat highway tak kene cucuk dengan vellfire. Laju pantatnye even bawak 140 pun kene cucuk laj https://t.co/jsQd28w697,1
"Im ded baca menatang ni..

""Nak bahgian mana?""
""Punggung""

Alaa babii..

""Kamu sayang saya?""
""Ya""
 
No replies.
",1
"macam bodohlah sushi king ni.

Staff untuk cuti perayaan dahlah susah nak cari.Bila ada staff yang on untuk bekerja https://t.co/yR9CgWNVIQ",1
"AMARAH DI SIMPANG SARINAH
(A Mobile Journalism Documentary)

full video : https://t.co/oSy2HXk7Xk https://t.co/MlGyfXY5y9",1
@catallunya96 Ikan masin best doh . Alahai bodohnya jntan tu,1
"BABILAH, BUAT DELIVERY TAPI TAK MASUK KAWASAN AKU! FUNCTION BUAT DELIVERY MEMANG UNTUK ORANG YANG TINGGAL DEKAT KAW https://t.co/wCe3hcGjiv",1
@iKONICfess Beauty vlogger? Mau nyaingin siapa sih nan?? wajah muluk bak pantat bayi juga,1
"Overtime takde, bonus takde tapi kerja sama macam staff biasa dgn alasan 

""Korang kena belajar""

Kepala butoh dia belajar. Tu mempergunakan manusia bukannya mengajar",1
"Pala fuck la Baju kemeja corak batik baru nk trending tahun ni....

AKU DAH PAKAI TAHUN LEPAS XD

dah tak pakai baru nk trending sialan",1
"Mama,kalau orang lain usik mama kat media , mama marahkan. Ma, kan...pa gentleman, pa dah lama jujur dgn ma,pa janj https://t.co/TQezGNQFJe",1
"Ready minyak daun bungkus Papua
Manfaat 
- nambah diameter &amp; panjang penis
- membesarkan toket &amp; pantat
- nambah du https://t.co/iYAXdZBvqW",1
"Ga sia-sia begadang karena MU menang, yg sabar ya chel, marahin aja VAR nya, nyesekkan udah selebrasi eh dianulir a https://t.co/OEmxaIRn9T",1
Cibai lah ref tackle dari belakang tak foul lancau kalau player Pahang buat macam tu time main dekat Larkin confirm kena kad,1
@kdaniesl @younghoonw Kenapa sih qm sensi binggo kaya pantat bayi :(,1
"Apa kejadahnya 2 warga China jadi Ahli Lembaga Pengarah Khazanah Nasional?

Kebabian apa kah ini?",1
babilah pahal mat rempit family mart haritu jadi role model diorang ni https://t.co/Yxc01SEyAN,1
Kalau ada orang kena marahh lepastu kita ada situ. Better kita dduk diam jelaa dehh. Tak soh lahh nak tunjuk kita ni pandai terlajokk.,1
"Overtime takde, bonus takde tapi kerja sama macam staff biasa dgn alasan 

""Korang kena belajar""

Kepala butoh dia belajar. Tu mempergunakan manusia bukannya mengajar",1
Hakhakaha sialla. Time time ceni mesti geng geng ni dok tuit lawak. Naiser,1
Galer sama pantat Kaka ipar waktu tidur kaya kebo https://t.co/Z2stT3RxlK,1
@rhzdhsn Murah bodohhh. Saga fl nanti takkan jual 20k kot. ,1
@AkilNash1 Kalau gi terawih tapi balik mulut macam takdok iman baik tidur je lancau,1
"@begalsepeda_ Ah aku gak redo
Pokemon masuk ke ani
Naik tainya
Marahnya kencang
Si tai netek 
Yaa luuuu

Bagian favorit ",1
"Napa atuh kalo cewe lain maskeran tetep aja cantik.
kalo aku? Kaya pantat seeng bekas masak ketupat :')",1
Kahkah angan2 la ko NikAbodoh. Tunggu esok ada kejutan weyyy ,1
Marahnya fans GOT. Fans Peaky Blinders lek je,1
"@askmenfess Laptop+charger
Buku text kalau matkul nya butuhin
Folio
Buku khusus buat oret oret
Buku latsol kalau ma https://t.co/WAPSRxcM7e",1
Butoh reform apa. Buat kerja pun tidak. Haprak punya manusia.,1
"@chasingsins Kan emang ada bantal yg khusus pantat yg kaya di kape kape 
Kursinya ada bantalnya",1
Butohlah spurs ni asik menang away goal je,1
kaya mmg kaya tapi parking mcm pantat,1
"Sendu sialll, dkt bilik je seharian ",1
@lyafqh_ Butoh je ingat org percaya ke cakap rempit.,1
"Apa lancau habiskan dekat 12K dekat lelaki macam tu? Baik bagi aku, boleh jugak aku sedekah dekat anak-anak yatim. https://t.co/88W3N5RxGG",1
Skrg nak ubah pulok!! Mmg kerjaan nok bodohkn warga. Bila nok btl turun harga minyak jd rm1.50 sprt janji manifest https://t.co/hi43EeP8R6,1
@iqahlrf Wow butoh  kau kaya ke nak bagi,1
"Aku xphm kenapa ko masih marahkan umno... sdgkan najib n zahid dah kena dakwa...

Yg lead skg @tokmatn9. Be matured https://t.co/q5lwNvMWWT",1
"Bilangnya
Gaya gravitasi kasur kuat banget
Kasur posesif banget
Aku gak mandi, soalnya lagi marahan sama air

Padahal
Mager
Mager
Dan Mager",1
Kalau aku tak tengok cermin agaknya sampai balik lah kot aku macam tu. Ala bodohnyaaaa geram pulak aku ,1
@RPDAY6 Aku? Lembut atu kaya pantat bayi,1
20 sen x 3juta = 600K . Senang kan Malaysia Baru Bodohkan Rakyat ?,1
"Aku terjaga tidur sbab dlam mimpi tu aku teringat nk kna hntr tutorial esok pagi , lancau btul",1
"@umar_firashh Mananya??? Butoh pak ang batak RT lah, baik tengok kat utube.",1
Ada orang yang bodohnya tak boleh diajar..  Memang menguji iman aku puasa2 ni,1
"#WTS Want to sell Kamera Sony Zeiss RX100 V.
Barang mulus kaya pantat bayi, tapi gaada box tapi dapet tas.
Dijual m https://t.co/BoNQnGtr7g",1
Kepala Pantat hang la org accident pun nak main RT Like,1
"@RadPlague Bikers emang byk yg sialan Jul, seenak jidatnya aja di jln. Yg keren mah ojol. Si abang ngebut di kiri, https://t.co/xPnoAL4PS8",1
Aku geram ni 2 game 5 bolos!!! Babiiii,1
@d_mxnd @farahnimnim Ye dohh mahal babisss nyaa. Padehal dh tua2 ni rasa nk beli yg simple2 je baju taknak meriah2 https://t.co/lJ8XJyDL60,1
"Zu be like : Jangan jadi bodohlaaaa , tadi kau kata dia panjat kelapa , mana datang pisang tu ish , kau pergi tidur https://t.co/pAjp1GPkH8",1
"ASLI... INI GUBERNUR RASA PRESIDEN, BODOHNYA BANGSA INI, HANYA MAMPU PILIH PRESIDEN KELAS NGANU.. ngotot 2 priode l https://t.co/Bjez34b7Hp",1
Eh babinyaaa keretaa belakang aku ni nasib sempat elak. Dia yg laju mcm pelesit dia pulak nak tunjuk fak dkt aku ehhh harey betul. ,1
"Babinyaaaaaaaa perangai korangggg! Slaah orang lain, attack aku. Ehh. Lama dah aku sabar dengan perangai korang ni. https://t.co/pUKh9CrNCp",1
"Selagi mat saleh sebut Oreng Uten, selagi tu aku tak peduli cara sebut any English noun.
Butoh apa kita beria nak sebut istilah diorang ikut lidah diorang, diorang rilek Oreng Uten,
#donebadmood",1
Anwar ni punya throw in macam adrian jurad. Gentle cakap. Corbin ong lancau apam tinggi je lebih. Anwar ni bola pergi tinggi padu.,1
Best ke bodohkan org ? Tanya je ,1
"Sebab ni la budak makin kurang ajar. Imagine pelajar panggil cikgu dia lancau, takkan cikgu dia nak rilek je? Rotan https://t.co/sTi5ftUxtx",1
@_alifazmn Lancau ah muka aku lawa,1
@pedoqpop Order subway melt. Daging tu dia ganti dengan bacon. Marahnyaaaaa rasaaaa  i need that daging taste,1
Lancau lah nama dato sri bagai pun mintak sedekah ke? Kau pun bingai boleh percaya..,1
Aku yakin dia ni budak tiktok. Butoh mcm tahpapa.,1
@kenyoriee @prabowo @sandiuno Trima kasih mbak krna sdh jujur! Lanjut aja ya makan daging babinya. Ajak aja yg diki https://t.co/ogqZorpZhR,1
"Lu pikir hati gue batu? Lu marahin, lu bentak, lu gas, terus gue happy happy aja? NGGAK.",1
Lancau ah kau sembang kuat,1
"@tempodotco PENGUMUMAN DIAM2 BAK MALING SAPI DI TENGAH MALAM, MEMBUAT AMARAH RAKYAT, MEREKA TERUS MENERUS BERDEMO D https://t.co/oaa9baB3JF",1
"Pemerintahan PH media terbuka, kau ingat umno berani buat ke lancau @ahmadmaslan @NajibRazak harakah pun kau sekat https://t.co/meLPR0NAou",1
aku ni nak babikan org laju je kan !!!!,1
@educationfess Legging apa gak ketattuni nder?. Tp kalo kemeja or tunikmu nutupin pantat gpp.,1
@lulilyla Kan emang aku se soft pantat bayi kakk ,1
Rq grab. Then mrh2 psl location. Babie btul! Sy letak ikut yg d grab kasii! Bongok btul,1
Babila makin byk lak game ps4 yg best2,1
"@CHickENgorenk @alvnnr UNGA BABINYA, APING JAGA LILIN, AKU AMBIL UANGNYA. JOBDESC YG ADIL",1
Bertuah nya mak bapak kaya.!!! Mintak kete dpt kete. Duit gaji shopping sendiri2 je.!!Jeless la sialll.!!! Awatt la https://t.co/yVidHR0KZI,1
"Aku yg buat banyak , kene full lagi dahlah offday lambat lancau lah",1
@kamal_style92 @AlawiyahYussof @Wartan57 @syahredzan Bodohnya ko..itu bukanya cas selewng dana tabung haji. Tau la https://t.co/GQAf10ntmX,1
"@_lukmanHkm @haiqallll @imranazmie Ini semua lancau. Kepala dah sedap, bantai tidur. Dh sampai rumah buat2 terkejut eh dah sampai pukitiau",1
AHHH BODOHLAH TERKEJUT SIOTTT AKU PULAK YANG ELAK MUKA ,1
"Makan sedap, baju mahal, jalan sana sini, last last time nak bayar duit orang ""takcukup duit"" lancau",1
Bodo sgt rasa. Dah tau aku xdak kunci grill rumah xyah la kunci pantat. Dah sejam lebih aku cangak depan pintu. Harey sgguh aih,1
"-Dekat Malaysia ni, bila orang cakap Sex Ed, nothing else than 

Kote lelaki masuk pantat perempuan

Done.",1
"Buku Langka&gt; Keramik Kuna Yang Ditemukan Di Indonesia. 
Oleh; Sumarah Adhyatman. 
Tahun 1981. 456 Halaman. 
Hardcov https://t.co/fdpqzFTyTa",1
"Masak nasi tapi lupa mencet tombol ""cook"", yang harusnya udah mateng jebul iseh utuh beras rek :')

#pernahsebodohitu",1
aku rindu korg :( siallah apesal korg ada kampung hanat. cepat balik aku xnk lepak mamak alone,1
"@detikcom SEMOGA PAK JOKOWI SELALU DIKASI KESEHATAN DAN PERIODE BERKUTNYA BISA  MEBANGUN INFRASTRUKTUR YNG DI BUTUHKN MASYRAKAT

@Gerindra",1
"@Jin_Muhou  Ketimbang kamu menjaga Asin, lebih tepatnya, Asin yang justru menjagamu dari pikiran polos nan bodohmu https://t.co/umyaLZeXmV",1
@seunghanyoon @sweettalky @woozlightyear Beuh yu aq kasih deh ni aq bagi dengan senang hati klo bisa :( apalagi perut paha lengan pantat,1
"Puki je double standard , tak pandang yang hado hado . Lancau tau dak lancau punya perangai . Thanks to Allah , eve https://t.co/pyc14NgUkg",1
"Ini aja kok yang mau ku post. sayang betul sama kakakku ini, selalu sabar meskipun selalu ku marahin lebih tepatnya https://t.co/c6fLIIpWwH",1
@My_CrimeWatch Babinya puan . Puan kalau sayang anak jangan hantar sekolah puan ! Ajar anak tu sendiri cilake !!! Geram pulak aku . Ehhhh kau kenapa mak cik oiiii . Kau ingat cikgu tu saja2 ke denda anak kau . Pastu rakam halahhh bodohnya . Aku rasa nak jadi mak cikgu tu je ! Kau siap puan!!,1
"@taekth30 /nyebat teros/ ga napsu gua, noh laki liat pantatnya montok /nunjuk arah kanan/",1
babinya classmate aku ni. drag test sbb nak tengok end game lah pelancau lah. lect dah bgtau berzaman dah test. nak https://t.co/bk1YIDV0Ys,1
Babila aku nak carut sbb kelas aku je black and white,1
Sumpah aku lepas geram ni sialll,1
https://t.co/ekGSeJufuH Inilah 7 Nutrisi Sehat Yang Sangat Di Butuhkan Anak Anda  #berita #news #xxx,1
"@QusairiFasa @desiptrr Jiah marahin tuh kades, sabisanya ganggu kebahagiaan kita tuh orang, marahin sayang",1
"Kita bukan taksub dengan organisasi ke apa lancau ke, cuma baik dengan semua orang. Bila kakak kau kena kacau ke, b https://t.co/Z0FvjPskMz",1
"Kalau lah semua perempuan macam ni. 
""I tak pandang harta, I pandang kesetiaan jee."" Butoh la tak pandang harta. Ma https://t.co/2pTK79mMrI",1
Mmg babiii lah org yg duduk dekat belakang kami waktu tengok wayang Birds of prey tadi. No respect! Kau tendang ker https://t.co/P2E4LuvDj8,1
"@miladi_fahmi @zarazettirazr Pak Jo mantap.... Ngawurnya dapat, ngibulnya dapat dan yg terpenting bodohnya natural asli pemberian Tuhan.",1
"please siapapun presidennya, semoga bisa beli skin care atau ke klinik kecantikan pakai bpjs. udah aku butuhnya itu ajaaaaa:))))",1
"Inisiatif Subuh Perdana, mengimarahkan masjid
=========================

JABATAN Agama Islam Wilayah Persekutuan (J https://t.co/OBRZmMimDs",1
"Aku rindu membelai pipimu yang halus seperti pantat bayi. Sungguh.. 

Masa gini sih tulisannya! 
Apa-apaan..",1
Babila aku rindu kau laaaaaa bongok,1
"Ready minyak daun bungkus Papua
Manfaat 
- nambah diameter &amp; panjang penis
- membesarkan toket &amp; pantat
- nambah du https://t.co/HydnTK6RvE",1
officially misi ni akan bermula esok. aku harap apa yg aku plan akan berjalan dengan lancau. eh lancar. amiinn ,1
Bodohh nak gelak tu ikhlas ar sikit. Annoying je dengor,1
"Buat number tu semua kata aku bitch la mulut pussy la apa la. Puji puji kot mana pun mesti ada mulut pantat ayam, bitch la. I is sad ",1
Susahnya jadi orang kedah. Tulih elok-elok pun kena sound takdak adab. Well butoh pak hang la then.,1
Mutt Murdock ni memang hobby dia eh jaga tepi kain orang. Shial la mamat ni. Org duk sedap berlawan duk kacau butoh,1
Aku terbaca soya special cincau jadi soya special lancau  astaga jahatnya mata aku,1
Muka lagi enak bgt kaya pantat bayi,1
"2 Julai - Perbicaraan hari ke -13 kes dana SRC babitkan Bekas Perdana Menteri, Datuk Seri Najib Tun Razak  bermula 9.07 pagi tadi

#SCR #Najib #RTM #BeritaRTM https://t.co/wufkRdvVnB",1
@awkhayy HA KAN ANJG KAU YG G JELAS BABIK,1
@anieferdianto @installurbrain @somadlove @idetopia Yg gk punya agama apalagi tdk percaya tuhan itu bodohhhhh,1
